sentence_id,language_name,noise_type,text
53,English_Clean,clean,"In an organization the size of the United Nations, oversight was a crucial tool for improving management, preventing fraud and evaluating programme delivery."
53,English_CharNoise,char_noise,"In an organization te siize of the United Nations, oversight was a crucial tool for improving managemet, preventing fraudnd evaluuating prtgramme delivery.."
53,English_Shuffled,word_shuffle,"programme In organization the size fraud the United Nations, oversight delivery. management, tool crucial for improving a preventing of and evaluating an was"
53,English_CodeSwitch,code_switch,"と 人 に ます と of the United Nations, oversight was に crucial tool for improving 在 在 です and 和 programme delivery."
54,English_Clean,clean,"And then if she's into it, we can have like... a meeting."
54,English_CharNoise,char_noise,"And then if she's into it, we  can have like...qa meetinng."
54,English_Shuffled,word_shuffle,"if then And she's into meeting. can we have like... a it,"
54,English_CodeSwitch,code_switch,"And は if she's 的 it, we can have like... a meeting."
55,English_Clean,clean,"Hey, sir! Two more please!"
55,English_CharNoise,char_noise,"Hey,ysir! Two more please!"
55,English_Shuffled,word_shuffle,"Hey, Two sir! more please!"
55,English_CodeSwitch,code_switch,"Hey, 的 Two more 都"
56,English_Clean,clean,An important benefit of memorandums of understanding and service level agreements is that they can consolidate and make cooperation with supplier organizations more predictable.
56,English_CharNoise,char_noise,An important benefit of memorandums of understandingand service levvel agreements is that they n consoidtl and make cooperaion with suppplier organizations more pedictable.
56,English_Shuffled,word_shuffle,agreements important benefit of memorandums of understanding and service level make is consolidate cooperation with that and An they supplier can organizations predictable. more
56,English_CodeSwitch,code_switch,An important benefit で memorandums of understanding and です level agreements is that they can consolidate and make cooperation ます supplier organizations more predictable.
57,English_Clean,clean,"Since the preparation of his first annual report to the Commission on Human Rights, the Special Rapporteur on the situation of human rights and fundamental freedoms of indigenous people has carried out two official country missions to Guatemala (September 2002) and the Philippines (December 2002) to observe the human rights situation of indigenous peoples."
57,English_CharNoise,char_noise,"Since the preparation of his first annul reporteto thee Commission on Human Rights, the Spvcial Rapportur onthe situation of human rights and fundamental frsedoms of indigenous keople has ccarried out two official coountry missions to Guatemla (Septmber 2002) and the Philippines (December 2002) to observe the human rigghts ituation of inddigenous peoples."
57,English_Shuffled,word_shuffle,"Since to preparation of rights people annual report the Guatemala Commission on missions Rights, the of Human on 2002) to Special human rights and fundamental freedoms observe indigenous first has carried out two the situation Rapporteur country indigenous (September 2002) and the human (December situation the of to Philippines his the of official peoples."
57,English_CodeSwitch,code_switch,"Since the preparation of his に annual report 人 the Commission 我 Human Rights, the Special Rapporteur と the situation of human rights and fundamental freedoms of 在 people has carried out two official に missions to Guatemala (September 2002) and the Philippines (December 2002) です observe the human rights situation です indigenous peoples."
58,English_Clean,clean,"At the 61st meeting, on the same day, the representative of the United States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9."
58,English_CharNoise,char_noise,"A the 61st meetingg,ron the samedayy, he representative of te United States of America orally proposed to amen the draft deciion by adding a new paragraph afterthe  furent paragraph 3 and by modifying paragraph 9."
58,English_Shuffled,word_shuffle,"At United 61st decision on the by day, the by same the the States paragraph America orally proposed to amend the draft and meeting, adding a new of after the current paragraph 3 of paragraph modifying representative 9."
58,English_CodeSwitch,code_switch,"At the 61st meeting, on the same day, the 都 人 the United States of America を で to amend the draft decision by adding a は 人 が です current に 人 and 我 modifying paragraph 9."
59,English_Clean,clean,"The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza."
59,English_CharNoise,char_noise,"The Mission elieves that, in the circumstances, there is little potential for acccountbility or serious violations of internatsonal humanitarian and human riwhts law through domestic institutions in Israel and evn less in Gaza."
59,English_Shuffled,word_shuffle,"human Mission believes law little the circumstances, in is in potential for accountability institutions Gaza. violations of international humanitarian rights The and that, through domestic for there Israel and even less in serious"
59,English_CodeSwitch,code_switch,"The Mission believes that, in 和 で there is が potential for accountability for serious の 都 international humanitarian and human が law through domestic に in Israel ます も は 的 Gaza."
